,height,best_block,tx_outs,bogosize,hash_serialized_2,total_amount,transactions,disk_size,total,issuance_remaining
0,737485,00000000000000000008cd71bfb46bc21b56d0751894ffa10385872c5566e2db,82030869,6124042933,85bbde19e53d214ae932333562072f59f50c80fdc94d88e8eec4090e7624fded,19046573,49424809,4982978703,21000000,1953427
